Code,City,Country,AIRPORT
14100,Philadelphia,PA,Philadelphia International
14101,Port Huron,MI,St. Clair County International
14102,Point Hope,AK,Point Hope
14103,Pacific Harbour,Fiji,Nanuku Resort
14104,Phitsanulok,Thailand,Phitsanulok
14105,Paris,TN,Henry County
14106,Phalaborwa,South Africa,Kruger Park Gateway
14107,Phoenix,AZ,Phoenix Sky Harbor International
14108,Peoria,IL,General Downing - Peoria International
14109,Hattiesburg/Laurel,MS,Hattiesburg-Laurel Regional
14110,Pine Cay,Turks and Caicos Islands,Pine Cay British West Indies
14111,Nassau/Paradise Island,The Bahamas,Nassau-Paradise Island
14112,St. Petersburg,FL,St Pete Clearwater International
14113,Pocatello,ID,Pocatello Regional
14114,Fairbanks,AK,Phillips Field
14115,Glasgow/Prestwick,United Kingdom,Prestwick
14116,Pine Mountain,GA,Harris County
14117,Parintins,Brazil,Parintins
14118,Pisco,Peru,Pisco International
14119,Pilot Point,AK,Pilot Point
14120,Pierre,SD,Pierre Regional
14121,Poitiers,France,Poitiers Biard
14122,Pittsburgh,PA,Pittsburgh International
14123,Piura,Peru,Capitan FAP Guillermo Concha Iberico
14124,Pico Island,Portugal,Pico
14125,Point Lay,AK,Point Lay LRRS
14126,Payson,AZ,Payson
14127,Panjgur,Pakistan,Panjgur
14128,Puerto Jimenez,Costa Rica,Puerto Jimenez
14129,Port San Juan,AK,Port San Juan
14130,Napaskiak,AK,Napaskiak
14131,Parkersburg,WV,Mid-Ohio Valley Regional
14132,Petropavlovsk-Kamchatsky,Russia,Yelizovo
14133,Park Rapids,MN,Park Rapids Municipal-Konshok Field
14134,Parkes,Australia,Parkes
14135,Porto-Kheli,Greece,Porto Heli
14136,Pakokku,Burma,Pakhokku
14138,Pokhara,Nepal,Pokhara
14139,Pekanbaru,Indonesia,Simpang Tiga
14140,Selebi-Phikwe,Botswana,Selebi-Phikwe
14141,Pakse,Laos,Pakse International
14142,Planadas,Colombia,Planadas
14143,Plattsburgh,NY,Clinton County
14144,Planeta Rica,Colombia,Planeta Rica
14145,Plymouth,United Kingdom,Plymouth
14147,Point Lookout,MO,M Graham Clark Downtown
14148,Ponta Pelada,Brazil,Ponta Pelada
14149,Palembang,Indonesia,Sultan Mahmud Badaruddin II
14150,Pellston,MI,Pellston Regional of Emmet County
14151,Port Lincoln,Australia,Port Lincoln
14152,Palanga,Lithuania,Palanga International
14153,Providenciales,Turks and Caicos Islands,Providenciales International
14154,Plato,Colombia,Plato
14155,Belo Horizonte,Brazil,Pampulha Carlos Drummond de Andrade
14156,Palu,Indonesia,Palu Celebes-Mutiara Indon.
14157,Plymouth,IN,Plymouth Municipal
14158,Port Elizabeth,South Africa,Port Elizabeth International
14159,Pemba Island,Tanzania,Pemba
14160,Pembina,ND,Pembina Municipal
14161,Puerto Montt,Chile,El Tepual International
14162,Palmdale,CA,Palmdale USAF Plant 42
14163,Parma,Italy,Parma
14164,Ponta Pora,Brazil,Ponta Pora
14165,Portsmouth,OH,Greater Portsmouth Regional
14166,Palma Mallorca,Spain,Palma de Mallorca
14167,Port Moller,AK,Port Moller
14168,Palermo,Italy,Palermo
14169,Pimaga,Papua New Guinea,Pimaga
14170,Perito Moreno,Argentina,Perito Moreno
14171,Palmerston,New Zealand,Palmerston North
14172,Palmyra,Syria,Palmyra
14173,Paimiut,AK,Paimiut
14174,Porlamar,Venezuela,General Santiago Marino International
14175,Palmas,Brazil,Palmas
14176,El Tehuelche,Argentina,Puerto Madryn
14177,Palmar,Costa Rica,Palmar Sur
14178,Pamplona,Spain,Pamplona
14179,Porto Nacional,Brazil,Porto Nacional
14180,Ponca City,OK,Ponca City Regional
14181,Punta Gorda,Belize,Punta Gorda
14182,Philadelphia,PA,Northeast Philadelphia
14183,Peterson's Point,AK,Peterson's Point
14184,Paranagua,Brazil,Paranagua
14185,Phnom Penh,Cambodia,Phnom Penh International
14186,Pohnpei,Federated States of Micronesia,Pohnpei International
14187,Pontianak,Indonesia,Supadio
14188,Pantelleria,Italy,Pantelleria
14189,Pinotepa,Mexico,Pinotepa Nacional
14190,Popondetta,Papua New Guinea,Girua
14191,Pune,India,Pune
14192,Pointe Noire,Congo (Brazaville),Antonio Agostinho Neto
14193,Pensacola,FL,Pensacola International
14194,Sherman-Denison,TX,Sherman-Denison
14195,Petrolina,Brazil,Petrolina
14196,Porto Alegre,Brazil,Salgado Filho
14197,Fayetteville,NC,Pope AAF
14198,La Verne,CA,Brackett Field
14199,Port Frederick,AK,Port Frederick
14200,Fort Polk,LA,Polk AAF
14201,Poplar Bluff,MO,Hayes Field
14202,Port Gentil,Gabon,Port Gentil
14203,Pocahontas,IA,Pocahontas Municipal
14204,Potosi,Bolivia,Capitan Nicolas Rojas
14205,Pemba,Mozambique,Pemba
14206,Port Moresby,Papua New Guinea,Port Moresby International
14207,Puerto Plata,Dominican Republic,Gregorio Luperon International
14208,Polk Inlet,AK,Polk Inlet
14209,Pori,Finland,Pori
14210,Port of Spain,Trinidad and Tobago,Piarco
14211,Port Antonio,Jamaica,Ken Jones
14212,Poughkeepsie,NY,Hudson Valley Regional
14213,Portoroz,Slovenia,Portoroz
14214,Pontoise,France,Pontoise Cormeilles en Vexin
14215,Powell,WY,Powell Municipal
14216,Poznan,Poland,Lawica
14217,Pres. Prudente,Brazil,A. de Barros
14218,Prospect Creek,AK,Prospect Creek
14219,Humacao,PR,Palmas del Mar Airstrip
14220,Puerto Penasco,Mexico,Puerto Penasco
14221,Parsons,KS,Tri City
14222,Pago Pago,TT,Pago Pago International
14223,Pompano Beach,FL,Pompano Beach Airpark
14224,Popayan,Colombia,Machangara
14225,Powell Point,The Bahamas,Powell Point
14226,Proserpine,Australia,Proserpine Whitsunday Coast
14227,Puerto Princesa,Philippines,Puerto Princesa
14228,Papeete,French Polynesia,Tahiti Faa'a
14229,Port Protection,AK,Port Protection
14230,Puerto Paez,Venezuela,Puerto Paez
14231,Presque Isle/Houlton,ME,Northern Maine Regional at Presque Isle
14232,Palenque,Mexico,Palenque International
14233,Port Macquarie,Australia,Port Macquarie
14234,Pilot Station,AK,Pilot Station
14235,Parana,Argentina,General Urquiza
14236,Paso Robles,CA,Paso Robles Municipal
14237,Prescott,AZ,Ernest A. Love Field
14238,Pine Ridge,SD,Pine Ridge
14239,Prague,Czech Republic,Ruzyne
14240,Praslin,Seychelles,Praslin
14241,Capri,Italy,Capri
14243,Pristina,Kosovo,Pristina
14244,Point Retreat,AK,Coast Guard Heliport
14245,Pyay,Burma,Pyay
14246,Prerov,Czech Republic,Prerov
14247,Paris,TX,Cox Field
14248,Pretoria,South Africa,Wonderboom
14249,Prineville,OR,Prineville
14250,Pisa,Italy,Pisa
14251,Philipsburg,PA,Mid State
14252,Pasco/Kennewick/Richland,WA,Tri Cities
14253,Port Said,Egypt,Port Said
14254,Ponce,PR,Mercedita
14255,Pittsfield,MA,Pittsfield Municipal
14256,Petersburg,AK,Petersburg James A Johnson
14257,Pasni,Pakistan,Pasni
14258,Dublin,VA,New River Valley
14259,Portsmouth,NH,Portsmouth International at Pease
14260,Palestine,TX,Palestine Municipal
14261,Pasto,Colombia,Pasto
14262,Palm Springs,CA,Palm Springs International
14263,Pescara,Italy,Pescara
14264,Posadas,Argentina,Posadas
14265,Palacios,TX,Palacios Municipal
14266,Stanley,Falkland Islands (Islas Malvinas),Stanley
14267,Puerto Suarez,Bolivia,Tte Av Salvador Ogaya G International
14268,Port Alsworth,AK,Port Alsworth
14269,Port Alice,AK,Port Alice
14270,Port Alexander,AK,Port Alexander
14271,Malolo Lailai,Fiji,Malolo Lailai
14272,Polokwane,South Africa,Polokwane International
14273,Port Heiden,AK,Port Heiden
14274,Portland,Australia,Portland
14275,Pontiac,MI,Oakland County International
14276,Port Armstrong,AK,Port Armstrong
14277,Patterson,LA,Harry P Williams Memorial
14278,Pointe A Pitre,Guadeloupe,Le Raizet
14279,Pleasant Harbour,AK,Pleasant Harbour
14280,Pittsburg,KS,Atkinson Municipal
14281,Pratt,KS,Pratt Regional
14282,Platinum,AK,Platinum
14283,Porterville,CA,Porterville Municipal
14284,Pottstown,PA,Heritage Field
14285,Pitalito,Colombia,Contador
14286,Panama City,Panama,Tocumen International
14287,Pastaza,Ecuador,Rio Amazonas
14288,Pueblo,CO,Pueblo Memorial
14289,Price,UT,Carbon County Regional/Buck Davis Field
14290,Puerto Deseado,Argentina,Puerto Deseado
14291,Pau,France,Pau Pyrenees
14292,Port Augusta,Australia,Port Augusta
14293,Punta Cana,Dominican Republic,Punta Cana International
14294,Pukarua,French Polynesia,Pukarua
14295,Poulsbo,WA,Port of Poulsbo Marina Moorage Seaplane Base
14296,Prudhoe Bay,AK,Prudhoe Bay
14297,Punta Arenas,Chile,Carlos Ibanez del Campo International
14298,Puerto Rico,Bolivia,Puerto Rico
14299,Busan,South Korea,Gimhae International
14300,Puttaparthi,India,Puttaprathe
14301,Puerto Asis,Colombia,Puerto Asis
14302,Poum,New Caledonia,Poum Sommet
14303,Pullman,WA,Pullman Moscow Regional
14304,Pula,Croatia,Pula
14305,Puerto Cabezas,Nicaragua,Puerto Cabezas
14306,Provincetown,MA,Provincetown Municipal
14307,Providence,RI,Theodore Francis Green State
14308,Placerville,CA,Placerville
14309,Shanghai,China,Pudong
14310,Porto Velho,Brazil,Governador Jorge Teixeira de Oliveira
14311,Preveza,Greece,Aktio
14312,Puerto Vallarta,Mexico,Licenciado Gustavo Diaz Ordaz International
14313,Provideniya,Russia,Provideniya Bay
14314,Provo,UT,Provo Municipal
14315,Plainview,TX,Hale County
14316,Pope Vanoy,AK,Pope Vanoy
14317,Painesville,OH,Casement
14318,Oklahoma City,OK,Wiley Post
14319,Pevek,Russia,Pevek
14320,Chicago,IL,Chicago Executive
14321,Portland,ME,Portland International Jetport
14322,Big Port Walter,AK,Big and Little Port Walter
14323,Bremerton,WA,Bremerton National
14324,Puerto Escondido,Mexico,Puerto Escondido International
14325,Porto Santo,Portugal,Porto Santo
14326,Pleiku,Vietnam,Pleiku
14327,Port Ashton,AK,Port Ashton
14328,Jeypore,India,Jeypore
14329,Puerto Ayacucho,Venezuela,Puerto Ayacucho
14330,Polyarnyj,Russia,Polyarnyj
14331,Perry Island,AK,Perry Island Seaplane Base
14332,Plymouth,MA,Plymouth Municipal
14333,Pyrgos,Greece,Andravida
14334,Paz de Ariporo,Colombia,Paz de Ariporo
14335,Pietermaritzburg,South Africa,Pietermaritzburg
14336,Penzance,United Kingdom,Penzance
14337,Puerto Ordaz,Venezuela,General Manuel Carlos Piar
14338,Port Sudan,Sudan,Port Sudan
14339,Piestany,Slovakia,Piestany International
14341,Jackpot,NV,Jackpot/Hayden Field
14343,Alcantara,Brazil,Centro de Lancamento de Alcantara
14344,Globe,AZ,San Carlos Apache
14345,Port Clinton,OH,Erie Ottawa International
14346,Kelleys Island,OH,Kelleys Island Land Field
14347,Lyndonville,VT,Caledonia County
14348,Houston,TX,Astrodomain Helipad
14352,Marina del Ray,CA,Marina del Ray
14355,Bella Coola,Canada,Bella Coola
14358,Lathrop Wells,NV,Jackass Aeropark
14359,Green River,UT,Oman Ranch
14360,Put-In-Bay,OH,Put-In-Bay
14361,Middle Bass Island,OH,Middle Bass Island
14365,Indian Creek,ID,Indian Creek Usfs
14366,Abilene,KS,Abilene
14367,North Bass Island,OH,North Bass Island
14368,Mont Laurier,Canada,Mont Laurier
14371,Culpeper,VA,Culpeper Regional
14373,Chah Bahar,Iran,Konarak
14375,Levelland,TX,Levelland
14377,Crane Island,WA,Crane Island
14378,Martinsville,VA,Blue Ridge
14379,Dracena,Brazil,Dracena
14380,Dammam,Saudi Arabia,King Fahd International
14383,Emerald Bay,CA,Emerald Bay
14384,Boufarik,Algeria,Boufarik
14386,Avalon,CA,Camp Fox
14387,Houghton,MI,Grognet Seaplane Base
14388,Houston,TX,Astroworld Helipad
14391,Houston,TX,Houston Metro-/Ho
14392,Isle Royale Park,MI,Isle Royale National Park
14393,Jubail,Saudi Arabia,Jubail
14395,Kona Village,HI,Kona Keahole
14397,Kennesaw,GA,Cobb County International McCollum Field
14399,Houston,TX,Marriot Helipad Hou.
14400,Mansfield,MA,Mansfield Municipal
14403,Rio Negrinho,Brazil,Aeroclube de Rio Negrinho
14406,Orange,VA,Orange County
14408,Singapore,Singapore,Paya Lebar
14409,Houston,TX,Post Oak Manor
14410,Pittsfield,ME,Pittsfield Municipal
14412,Keyes Point,AK,Keyes Point
14413,Nimiuk Point,AK,Nimiuk Point
14414,Boston,MA,Nashua Street Heliport
14415,Sealing Point,AK,Sealing Point
14417,Westminster,MD,Carroll County Regional/Jack B. Poage Field
14420,Stevensville,MT,Stevensville
14422,Bonners Ferry,ID,Boundary County
14423,Shingletown,CA,Shingletown
14424,Woodlake,CA,Woodlake
14427,Grass Valley,CA,Nevada County
14430,Peachtree City,GA,Atlanta Regional Falcon Field
14431,Window Rock,AZ,Window Rock
14432,Lupin,Canada,Lupin
14434,Healdsburg,CA,Healdsburg Municipal
14435,San Marcos,TX,San Marcos Regional
14438,Redondo Beach,CA,Redondo Beach
14440,Queretaro,Mexico,Queretaro International
14441,Southbridge,MA,Southbridge Municipal
14444,Paonia,CO,North Fork Valley
14446,Rabaul,Papua New Guinea,Tokua
14447,Racine,WI,Batten International
14448,Tortola,British Virgin Islands,Roadtown Seaplane Base
14449,Arar,Saudi Arabia,Arar
14450,Rafha,Saudi Arabia,Rafha
14451,Praia,Cape Verde,Praia International
14452,Rajkot,India,Rajkot
14453,Marrakech,Morocco,Menara
14454,Riverside,CA,Riverside Municipal
14455,Ravenna,Italy,Ravenna
14456,Ribeirao Preto,Brazil,Leite Lopes
14457,Rapid City,SD,Rapid City Regional
14458,Avarua,Cook Islands,Rarotonga International
14459,Rasht,Iran,Sardar E Jangal
14460,Raduzhnyi,Russia,Raduzhnyi
14461,Red Bank,NJ,Greely Helipad
14462,Rawala Kot,Pakistan,Rawalakot
14463,Rabat,Morocco,Rabat/Sale International
14464,Ugashik,AK,Randy Field
14465,Dallas/Fort Worth,TX,Dallas Executive
14466,Big Bear City,CA,Big Bear City
14467,Roseburg,OR,Roseburg Regional
14468,Brooks Lodge,AK,Brooks Lodge
14469,Red Bluff,CA,Red Bluff Municipal
14470,Fort Jefferson,FL,Fort Jefferson
14471,Robore,Bolivia,Robore
14472,Rio Branco,Brazil,Placido de Castro
14474,Ruby,AK,Ruby
14475,Rapid City,SD,Ellsworth AFB
14476,Richards Bay,South Africa,Richards Bay
14477,Roche Harbor,WA,Roche Harbor
14478,Riohacha,Colombia,Almirante Padilla
14479,Richmond,Australia,Richmond
14480,Rochefort,France,Rochefort Charente Maritime
14481,Reconquista,Argentina,Reconquista
14482,Reed City,MI,Miller Field
14483,Rio Curato,Argentina,Rio Cuarto
14484,Rockhampton Downs,Australia,Rockhampton Downs
14485,Red Dog,AK,Red Dog
14486,Redencao,Brazil,Redencao
14487,Redding,CA,Redding Municipal
14488,Reading,PA,Reading Regional/Carl A Spaatz Field
14489,Bend/Redmond,OR,Roberts Field
14490,Red River,ND,Grand Forks AFB
14491,Richard-Toll,Senegal,Richard-Toll
14492,Raleigh/Durham,NC,Raleigh-Durham International
14493,Red Devil,AK,Red Devil
14494,Rodez,France,Rodez Aveyron
14495,Redlands,CA,Redlands Municipal
14496,Recife,Brazil,Guararapes Gilberto Freyre International
14497,Reedsville,PA,Mifflin County
14498,Lubbock,TX,Reese AFB
14499,Reggio Calabria,Italy,Reggio Calabria
14500,Rehoboth,DE,Rehoboth Aircrafters
14501,Reykjavik,Iceland,Reykjavik Metropolitan Area
14502,Trelew,Argentina,Almirante Zar
14504,Orenburg,Russia,Orenburg
14505,Siem Reap,Cambodia,Siem Reap International
14506,Retalhuleu,Guatemala,Retalhuleu
14507,Resistencia,Argentina,Resistencia
14508,Rost,Norway,Rost
14509,Reus,Spain,Reus
14510,Reynosa,Mexico,General Lucio Blanco International
14511,Reyes,Bolivia,Reyes
14512,Rockford,IL,Chicago/Rockford International
14513,Raiatea,French Polynesia,Raiatea Uturoa
14514,Rio Grande,Argentina,Rio Grande
14515,Tuamoto Islands,French Polynesia,Rangiroa
14516,Rio Gallegos,Argentina,Rio Gallegos
14517,Yangon,Burma,Yangon International
14518,Rengat,Indonesia,Japura
14519,Reims,France,Champagne
14520,Rhinelander,WI,Rhinelander/Oneida County
14521,Rhodes,Greece,Diagoras
14522,Santa Maria,Brazil,Santa Maria
14523,Riberalta,Bolivia,Cap Av Selin Zeitun Lopez
14524,Richmond,VA,Richmond International
14525,Richmond,IN,Richmond Municipal
14526,Rice Lake,WI,Rice Lake
14527,Richfield,UT,Richfield Municipal
14528,Rio Grande,Brazil,Rio Grande
14529,Rioja,Peru,Rioja
14530,Rifle,CO,Rifle Garfield County
14531,Rio de Janeiro,Brazil,Rio de Janeiro Metropolitan Area
14532,Riverside,CA,Flabob
14533,Riverside,CA,March ARB
14534,Riverton/Lander,WY,Riverton Regional
14535,Riga,Latvia,Riga International
14536,Riyan Mukalla,Yemen,Mukalla International
14537,Rijeka,Croatia,Rijeka
14538,Logrono,Spain,Logrono
14539,Rockland,ME,Knox County Regional
14540,Copenhagen,Denmark,Roskilde
14541,Rockport,TX,Aransas County
14542,Poteau,OK,Robert S Kerr
14543,Rock Springs,WY,Rock Springs Sweetwater County
14544,Ras Al Khaimah,United Arab Emirates,Ras Al Khaimah International
14545,Reykjavik,Iceland,Reykjavik
14546,Rockwood,TN,Rockwood Municipal
14547,Rolla,MO,Rolla Downtown
14548,Richland,WA,Richland
14549,Rostock-Laage,Germany,Laage
14550,Arlit,Niger,Arlit
14551,Bornite/Ruby Creek,AK,Bornite Upper
14552,Roma,Australia,Roma
14553,Rome,NY,Griffiss International
14554,Rome,GA,Richard B Russell Regional J H Towers Field
14555,Rimini,Italy,Rimini Miramare
14556,Colombo,Sri Lanka,Colombo/Ratmalana
14557,Stafford,VA,Stafford Regional
14558,Ormoc,Philippines,Ormoc
14559,Rampart,AK,Rampart
14560,Taichung,Taiwan,Taichung Ching Chuan Kang
14561,Ramstein,Germany,Ramstein AB
14562,Rimatara,French Polynesia,Rimatara
14563,Ronneby,Sweden,Ronneby
14564,McMinnville,TN,Warren County Memorial
14565,San Antonio,TX,Randolph AFB
14566,Roanne,France,Roanne
14567,Rangely,CO,Rangely
14568,Corn Island,Nicaragua,Corn Island
14569,Ronne,Denmark,Bornholm Ronne
14570,Reno,NV,Reno/Tahoe International
14571,Rennes,France,Rennes Saint Jacques
14572,Renton,WA,Renton Municipal
14573,Ranau,Malaysia,Ranau
14574,Roanoke,VA,Roanoke Blacksburg Regional Woodrum Field
14575,Monrovia,Liberia,Monrovia Roberts International
14576,Rochester,NY,Greater Rochester International
14577,Rogers,AR,Rogers Executive Carter Field
14578,Rockhampton,Australia,Rockhampton
14579,Roosevelt,UT,Roosevelt Municipal
14580,Rome,Italy,Rome Metropolitan Area
14581,Rondonopolis,Brazil,Rondonopolis
14582,Rota,TT,Benjamin Taisacan Manglona International
14583,Koror,Palau,Babelthuap
14584,Rosario,Argentina,Rosario
14585,Rotorua,New Zealand,Rotorua
14586,Russe,Bulgaria,Bulg
14587,Rostov,Russia,Rostov
14588,Roswell,NM,Roswell International Air Center
14589,Roseau,MN,Roseau Municipal/Rudy Billberg Field
14590,Rosh-Pina,Israel,Izhak Ben Yaakov
14591,Raipur,India,Swami Vivekananda
14592,Roundup,MT,Roundup
14593,Lone Pine,CA,Lone Pine Death Valley
14594,Atomic City,ID,Big Southern Butte
14595,Harlowton,MT,Wheatland County at Harlowton
14596,Mendota,CA,William Robert Johnston Municipal
14597,Prosser,WA,Prosser
14598,Lincolnton,NC,Lincolnton-Lincoln County Regional
14599,Covington,TN,Covington Municipal
14600,Perkasie,PA,Pennridge
14601,Nixon Fork Mine,AK,Nixon Fork Mine
14602,Jafr,Jordan,King Feisal AB
14603,China Lake,CA,China Lake Naws
14604,Lowell,IN,Lowell
14605,Sterling,MA,Sterling
14606,Cave Junction,OR,Illinois Valley
14607,Seneca,NY,Seneca AAF
14608,Lovington,NM,Lea County-Zip Franklin Memorial
14609,Woodland,CA,Watts/Woodland
14610,Harbor Springs,MI,Harbor Springs
14611,Springwater,Canada,Springwater Barrie Airpark
14612,Lubbock,TX,Lubbock Executive Airpark
14613,Wasco,CA,Wasco-Kern County
14614,Salt Lake City,UT,South Valley Regional
14615,Parowan,UT,Parowan
14616,Burlington,CO,Kit Carson County
14617,Comanche,TX,Comanche County-City
14618,Mary Esther,FL,Hurlburt Field
14620,Rodrigues Island,Mauritius,Plaine Corail
14621,Rourkela,India,Rourkela
14622,Roros,Norway,Roros
14623,Warroad,MN,Warroad International Memorial
14624,Santa Rosa,Argentina,Santa Rosa
14625,Skulte,U.S.S.R.,Skulte
14626,Rock Sound,The Bahamas,Rock Sound
14627,Russian Mission,AK,Russian Mission
14628,Rosario,WA,Rosario Seaplane Base
14629,Russell,KS,Russell Municipal
14630,Ruston,LA,Ruston Regional
14631,Raspberry Strait,AK,Raspberry Straits
14632,Roseires,Sudan,Roseires
14633,Rochester,MN,Rochester International
14634,Yosu,South Korea,Yeosu
14635,Fort Myers,FL,Southwest Florida International
14636,Rotuma,Fiji,Rotuma
14637,Roatan Island,Honduras,Juan Manuel Galvez International
14638,Marguerite Bay,AK,Marguerite Bay
14639,Rotterdam,Netherlands,Rotterdam
14640,Raton,NM,Raton Municipal/Crews Field
14641,Colton,CA,Morrow Field
14642,Rottnest Island,Australia,Rottnest Island
14643,Keperveyem,Russia,Keperveyem
14644,Ramenskoye,Russia,Ramenskoye
14645,Riyadh,Saudi Arabia,King Khalid International
14646,Ruidoso,NM,Sierra Blanca Regional
14647,Reunion Island,Reunion,La Reunion Roland Garros
14648,Rutland,VT,Rutland - Southern Vermont Regional
14649,Rubelsanto,Guatemala,Rubelsanto
14651,Farafangana,Madagascar,Farafangana
14652,Rovaniemi,Finland,Rovaniemi
14653,Tulsa,OK,Richard Lloyd Jones Jr.
14654,Rivera,Uruguay,Cerro Chapeu
14655,Rowan Bay,AK,Rowan Bay
14656,Rocky Mount,NC,Rocky Mount-Wilson Regional
14657,Rawlins,WY,Rawlins Municipal/Harvey Field
14658,Rodman Bay,AK,Rodman Bay
14659,Roxas City,Philippines,Roxas
14660,Greeley,CO,Weld County Municipal
14661,Moss,Norway,Rygge
14662,Rahim Yar Khan,Pakistan,Sheikh Zayed International
14663,Santa Cruz,Argentina,Santa Cruz
14664,Rzeszow,Poland,Jasionka
14665,Ramsar,Iran,Ramsar
14666,Sawan,Pakistan,Sawan
14668,Roanoke Rapids,NC,Halifax County
14669,Kalispell,MT,Kalispell City
14670,Saratoga,WY,Shively Field
14671,Saba,Bonaire Sint Eustatius and Saba,Juancho E. Yrausquin
14672,Sacramento,CA,Sacramento Executive
14673,Safford,AZ,Safford Regional
14674,Santa Fe,NM,Santa Fe Municipal
14675,Sagwon,AK,Sagwon
14676,Sana'a,Yemen,Sana'a International
14677,San Salvador,El Salvador,Msgr Oscar A Romero and Galdamez International
14678,Salamo,Papua New Guinea,Salamo
14679,San Diego,CA,San Diego International
14680,Sao Paulo,Brazil,Sao Paulo Metropolitan Area
14681,San Pedro Sula,Honduras,Ramon Villeda Morales International
14682,San Andros,The Bahamas,San Andros
14683,San Antonio,TX,San Antonio International
14684,Sabu,Indonesia,Tardanu
14685,Savannah,GA,Savannah/Hilton Head International
